fecha,producto,precio,cliente_id,comentarios
2020-01-02 02:00:00,Teclado,1205,6846,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 03:00:00,Laptop,1457,2781,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 04:00:00,Monitor,379,6938,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 05:00:00,Monitor,1549,4619,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 06:00:00,Mouse,720,8452,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 07:00:00,Mouse,1925,2054,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 08:00:00,Mouse,1314,2151,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 09:00:00,Monitor,1029,1211,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 10:00:00,Teclado,1273,5843,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 11:00:00,Laptop,284,5331,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 12:00:00,Mouse,629,9073,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 13:00:00,Monitor,746,3397,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 14:00:00,Monitor,533,9467,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 15:00:00,Teclado,1116,7733,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 16:00:00,Monitor,1169,3343,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 17:00:00,Monitor,1284,4877,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 18:00:00,Teclado,159,8275,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 19:00:00,Laptop,280,7976,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 20:00:00,Mouse,448,7672,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 21:00:00,Monitor,428,3501,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 22:00:00,Teclado,705,3700,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-02 23:00:00,Teclado,1355,4519,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 00:00:00,Mouse,621,6902,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 01:00:00,Laptop,447,6729,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 02:00:00,Laptop,722,4682,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 03:00:00,Teclado,736,3763,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 04:00:00,Monitor,864,4231,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 05:00:00,Monitor,1261,3439,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 06:00:00,Laptop,906,2109,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 07:00:00,Mouse,931,1938,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 08:00:00,Teclado,1256,1371,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 09:00:00,Teclado,1358,9648,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 10:00:00,Laptop,164,4902,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 11:00:00,Monitor,1761,4419,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 12:00:00,Monitor,1287,7835,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 13:00:00,Laptop,1906,8891,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 14:00:00,Laptop,377,4546,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 15:00:00,Laptop,180,8894,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 16:00:00,Mouse,629,9244,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 17:00:00,Mouse,113,9675,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 18:00:00,Monitor,1540,2952,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 19:00:00,Teclado,1647,2876,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 20:00:00,Mouse,1146,1515,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 21:00:00,Mouse,563,9269,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 22:00:00,Teclado,121,6909,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-03 23:00:00,Laptop,1932,8298,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 00:00:00,Monitor,1259,3070,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 01:00:00,Laptop,150,6779,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 02:00:00,Teclado,340,5579,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 03:00:00,Teclado,1815,9602,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 04:00:00,Teclado,516,2815,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 05:00:00,Laptop,743,1917,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 06:00:00,Laptop,1957,6320,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 07:00:00,Monitor,1486,6389,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 08:00:00,Teclado,648,6256,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 09:00:00,Laptop,129,4984,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 10:00:00,Monitor,1219,9113,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 11:00:00,Mouse,1723,1432,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 12:00:00,Laptop,263,8013,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 13:00:00,Laptop,1167,6784,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 14:00:00,Laptop,1349,8648,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 15:00:00,Mouse,1514,9713,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 16:00:00,Monitor,339,3498,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 17:00:00,Teclado,1302,1495,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 18:00:00,Laptop,197,5945,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 19:00:00,Teclado,1484,4092,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 20:00:00,Mouse,1162,5461,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 21:00:00,Teclado,1161,1985,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 22:00:00,Laptop,1919,4758,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-04 23:00:00,Monitor,1107,5208,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 00:00:00,Mouse,1666,5069,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 01:00:00,Monitor,380,9111,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 02:00:00,Teclado,1393,1883,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 03:00:00,Monitor,829,7342,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 04:00:00,Monitor,294,3938,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 05:00:00,Monitor,1400,8004,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 06:00:00,Monitor,420,6776,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 07:00:00,Monitor,982,1158,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 08:00:00,Teclado,1626,2461,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 09:00:00,Monitor,1799,8788,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 10:00:00,Monitor,484,4034,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 11:00:00,Teclado,180,6894,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 12:00:00,Monitor,1244,9601,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 13:00:00,Teclado,598,3467,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 14:00:00,Mouse,431,1977,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 15:00:00,Teclado,1496,1726,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 16:00:00,Laptop,1439,5076,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 17:00:00,Laptop,127,7343,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 18:00:00,Monitor,1880,4261,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 19:00:00,Teclado,72,2295,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 20:00:00,Monitor,875,5523,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 21:00:00,Laptop,802,2445,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 22:00:00,Teclado,707,5453,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-05 23:00:00,Mouse,763,7833,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 00:00:00,Monitor,1586,6859,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 01:00:00,Mouse,1552,1982,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 02:00:00,Laptop,343,3012,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 03:00:00,Monitor,264,8507,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 04:00:00,Teclado,1193,8123,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 05:00:00,Mouse,218,5740,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 06:00:00,Laptop,230,4384,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 07:00:00,Monitor,495,4305,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 08:00:00,Mouse,1511,9397,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 09:00:00,Laptop,369,8361,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 10:00:00,Monitor,508,3234,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 11:00:00,Laptop,617,3799,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 12:00:00,Monitor,1394,5074,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 13:00:00,Teclado,1954,2968,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 14:00:00,Monitor,1571,1714,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 15:00:00,Mouse,680,4778,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 16:00:00,Laptop,135,4412,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 17:00:00,Monitor,1670,7247,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 18:00:00,Laptop,738,4190,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 19:00:00,Mouse,1285,9399,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 20:00:00,Mouse,425,8324,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 21:00:00,Mouse,558,5390,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 22:00:00,Monitor,331,3475,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-06 23:00:00,Mouse,1938,6779,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 00:00:00,Laptop,1225,4082,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 01:00:00,Teclado,560,9424,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 02:00:00,Teclado,1315,6780,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 03:00:00,Teclado,1643,6469,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 04:00:00,Laptop,1529,6046,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 05:00:00,Mouse,1936,9702,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 06:00:00,Teclado,646,9468,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 07:00:00,Laptop,1125,5521,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 08:00:00,Teclado,937,8288,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 09:00:00,Laptop,584,6862,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 10:00:00,Mouse,43,4922,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 11:00:00,Laptop,1015,5915,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 12:00:00,Teclado,756,6087,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 13:00:00,Laptop,1255,3282,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 14:00:00,Monitor,1550,2818,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 15:00:00,Laptop,1629,3221,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 16:00:00,Laptop,1627,6954,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 17:00:00,Laptop,929,2926,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 18:00:00,Mouse,1779,8400,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 19:00:00,Mouse,1801,1870,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 20:00:00,Teclado,651,5853,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 21:00:00,Laptop,700,2615,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 22:00:00,Laptop,1501,7995,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-07 23:00:00,Monitor,208,8168,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 00:00:00,Monitor,64,4908,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 01:00:00,Mouse,227,1461,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 02:00:00,Monitor,436,6839,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 03:00:00,Laptop,1349,3931,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 04:00:00,Teclado,1908,7304,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 05:00:00,Laptop,1864,5927,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 06:00:00,Mouse,389,6854,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 07:00:00,Laptop,64,6661,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 08:00:00,Monitor,176,6367,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 09:00:00,Laptop,817,8988,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 10:00:00,Monitor,1641,5128,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 11:00:00,Teclado,1483,8385,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 12:00:00,Mouse,1945,4669,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 13:00:00,Mouse,1719,6836,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 14:00:00,Laptop,135,9375,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 15:00:00,Teclado,1596,3584,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 16:00:00,Monitor,1469,5374,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 17:00:00,Mouse,1165,7391,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 18:00:00,Mouse,1374,9556,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 19:00:00,Teclado,703,4519,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 20:00:00,Laptop,890,2845,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 21:00:00,Laptop,43,9610,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 22:00:00,Monitor,748,7532,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-08 23:00:00,Mouse,1929,5848,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 00:00:00,Teclado,422,4021,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 01:00:00,Laptop,914,9198,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 02:00:00,Teclado,1222,8366,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 03:00:00,Monitor,896,1262,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 04:00:00,Laptop,1471,2813,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 05:00:00,Monitor,1425,1673,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 06:00:00,Laptop,991,9030,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 07:00:00,Mouse,807,3615,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 08:00:00,Mouse,582,1669,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 09:00:00,Monitor,1022,5527,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 10:00:00,Laptop,674,4411,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 11:00:00,Mouse,1260,4488,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 12:00:00,Laptop,1663,9136,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 13:00:00,Teclado,1564,9777,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 14:00:00,Teclado,672,4557,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 15:00:00,Monitor,1184,4793,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 16:00:00,Mouse,208,6874,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 17:00:00,Laptop,197,1728,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 18:00:00,Monitor,373,8872,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 19:00:00,Laptop,1097,8841,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 20:00:00,Mouse,295,8623,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 21:00:00,Mouse,824,8209,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 22:00:00,Laptop,1555,3961,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-09 23:00:00,Mouse,1333,3480,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 00:00:00,Mouse,469,9669,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 01:00:00,Laptop,514,3619,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 02:00:00,Teclado,935,2932,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 03:00:00,Laptop,996,1612,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 04:00:00,Laptop,1198,8587,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 05:00:00,Laptop,1314,2312,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 06:00:00,Mouse,163,7071,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 07:00:00,Mouse,445,3067,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 08:00:00,Laptop,119,2222,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 09:00:00,Teclado,366,4906,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 10:00:00,Laptop,167,5209,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 11:00:00,Teclado,1591,7096,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 12:00:00,Mouse,683,3075,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 13:00:00,Monitor,1299,1075,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 14:00:00,Teclado,1697,1945,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 15:00:00,Monitor,1341,3072,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 16:00:00,Laptop,975,6816,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 17:00:00,Monitor,233,7047,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 18:00:00,Mouse,586,3038,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 19:00:00,Teclado,94,8368,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 20:00:00,Monitor,1501,5087,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 21:00:00,Monitor,243,3716,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 22:00:00,Monitor,1937,8326,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-10 23:00:00,Monitor,1263,6463,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 00:00:00,Mouse,309,7525,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 01:00:00,Mouse,1572,7023,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 02:00:00,Mouse,696,4922,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 03:00:00,Laptop,1602,6934,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 04:00:00,Laptop,277,5982,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 05:00:00,Laptop,769,1416,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 06:00:00,Monitor,1600,4502,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 07:00:00,Mouse,259,2037,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 08:00:00,Mouse,1150,5331,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 09:00:00,Laptop,1883,3173,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 10:00:00,Teclado,662,4279,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 11:00:00,Teclado,810,1656,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 12:00:00,Teclado,1699,4368,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 13:00:00,Mouse,1619,6301,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 14:00:00,Mouse,1802,6697,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 15:00:00,Teclado,1243,3000,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 16:00:00,Laptop,622,8309,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 17:00:00,Mouse,944,6289,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 18:00:00,Mouse,1906,2779,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 19:00:00,Teclado,503,6459,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 20:00:00,Monitor,81,3715,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 21:00:00,Teclado,845,2726,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 22:00:00,Teclado,453,2118,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-11 23:00:00,Monitor,1091,3101,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 00:00:00,Teclado,1462,2370,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 01:00:00,Teclado,667,3763,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 02:00:00,Monitor,1796,9172,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 03:00:00,Mouse,155,5236,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 04:00:00,Monitor,448,8926,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 05:00:00,Teclado,709,4840,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 06:00:00,Laptop,469,6533,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 07:00:00,Mouse,1479,8933,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 08:00:00,Teclado,72,9004,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 09:00:00,Laptop,422,9019,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 10:00:00,Monitor,1516,8416,Texto largo de relleno para ocupar memoria RAM innecesariamente
2020-01-12 11:00:00,Teclado,1821,6927,Texto largo de relleno para ocupar memoria RAM innecesariamente
